OBJECTID,LAT_DEG,LAT_MIN,LAT_SEC,LAT_HEMIS,LAT_DECIMAL,LONG_DEG,LONG_MIN,LONG_SEC,LONG_HEMIS,LONG_DECIMAL,ICAO_ID
1,31,36,6.193,N,31.60172027,85,14,18.761,W,-85.23854472,
2,34,13,1.71,N,34.21714166,87,9,29.37,W,-87.15815833,
3,32,50,51,N,32.8475,87,42,50,W,-87.71388888,
4,33,10,40,N,33.17777777,86,46,59.6,W,-86.78322222,KEET
5,33,15,8,N,33.25222222,86,48,44,W,-86.81222222,
6,34,13,44.8,N,34.22911111,86,15,20.7,W,-86.25575,KBFZ
7,32,54,53.1,N,32.91475,85,57,46.6,W,-85.96294444,KALX
8,32,55,48.28,N,32.93007777,85,58,15.27,W,-85.97090833,
9,33,6,24.28,N,33.10674444,88,11,49.83,W,-88.197175,KAIV
10,31,18,30.1,N,31.30836111,86,23,32,W,-86.39222222,
11,33,35,17.4,N,33.58816666,85,51,29.2,W,-85.85811111,KANB
12,33,39,21.62,N,33.65600555,85,49,28,W,-85.82444444,
13,33,37,35,N,33.62638888,85,58,2,W,-85.96722222,
14,34,58,44.6693,N,34.9790748,86,52,59.8254,W,-86.88328483,
15,37,15,31.49,N,37.25874722,82,27,41.32,W,-82.46147777,
16,33,17,3.11,N,33.28419722,85,48,32.275,W,-85.80896527,
17,33,16,37.98,N,33.27721666,85,49,29.35,W,-85.82481944,
18,33,50,19.355,N,33.83870972,86,12,40.915,W,-86.21136527,
19,34,48,10.14,N,34.80281666,86,58,50.18,W,-86.98060555,
20,34,46,22,N,34.77277777,87,10,28.5,W,-87.17458333,
21,31,0,58.1,N,31.01613888,87,26,48.3,W,-87.44675,
22,32,36,54.4,N,32.61511111,85,26,2.4,W,-85.434,KAUO
23,30,52,13.2,N,30.87033333,87,49,9.6,W,-87.81933333,
24,30,56,55,N,30.94861111,87,44,44,W,-87.74555555,
25,30,49,39.6643,N,30.82768452,87,53,21.0387,W,-87.88917741,
26,30,27,18.9,N,30.45525,88,12,40.3,W,-88.21119444,
27,30,25,52,N,30.43111111,88,10,45,W,-88.17916666,
28,33,18,45.4,N,33.31261111,86,55,34.7,W,-86.92630555,KEKY
29,33,22,17.61,N,33.37155833,86,59,27.62,W,-86.99100555,
30,33,19,51.009,N,33.33083583,86,59,1.8454,W,-86.98384594,
31,33,33,50,N,33.56388888,86,45,8.3,W,-86.75230555,KBHM
32,33,29,51.381,N,33.49760583,86,50,46.966,W,-86.84637944,
33,33,32,8.82,N,33.53578333,86,48,41.06,W,-86.81140555,
34,33,30,15.379,N,33.50427194,86,48,18.963,W,-86.8052675,
35,33,30,21.1,N,33.50586111,86,48,10,W,-86.80277777,
36,33,27,50.66,N,33.46407222,86,46,22.33,W,-86.77286944,
37,33,25,58.35,N,33.432875,86,42,57.94,W,-86.71609444,
38,33,31,10.379,N,33.51954972,86,48,48.964,W,-86.81360111,
39,33,35,49.1,N,33.59697222,86,40,4.11,W,-86.66780833,
40,33,32,35.383,N,33.54316194,86,59,8.98,W,-86.98582777,
41,34,7,45.35,N,34.12926388,86,37,59.976,W,-86.63332666,
42,34,13,13.52,N,34.22042222,86,9,39.31,W,-86.16091944,
43,34,8,30.36,N,34.14176666,86,5,18.84,W,-86.08856666,
44,33,39,24.4,N,33.65677777,86,24,44.9,W,-86.41247222,
45,33,59,27,N,33.99083333,87,4,40,W,-87.07777777,
46,31,3,2.561,N,31.05071138,87,4,2.16,W,-87.06726666,
47,31,7,32.41,N,31.12566944,87,4,24.49,W,-87.07346944,
48,32,5,36.01,N,32.09333611,88,12,37.3,W,-88.21036111,
49,32,7,9.5,N,32.11930555,88,7,38.9,W,-88.12747222,
50,31,58,47.1,N,31.97975,87,20,20.8,W,-87.33911111,
51,33,16,27.15,N,33.27420833,88,5,21.6,W,-88.08933333,
52,34,19,21.32,N,34.32258888,85,38,37.37,W,-85.64371388,
53,32,57,6.47,N,32.95179722,87,8,53.47,W,-87.14818611,
54,34,6,20.35,N,34.10565277,85,33,56.858,W,-85.56579388,
55,34,5,23.7,N,34.08991666,85,36,36.3,W,-85.61008333,KPYP
56,32,56,12.98,N,32.93693888,87,5,25.97,W,-87.09054722,
57,31,40,50.566,N,31.68071277,86,40,54.901,W,-86.68191694,
58,31,27,6.0008,N,31.45166688,88,11,39.9359,W,-88.19442663,
59,31,23,18.9,N,31.38858333,88,5,33.3,W,-88.09258333,
60,31,27,32.6,N,31.45905555,88,14,4.1,W,-88.23447222,
61,34,44,39.0352,N,34.74417644,87,53,11.6736,W,-87.886576,
62,31,5,22.55,N,31.08959722,88,14,42.26,W,-88.24507222,
63,32,51,1.7441,N,32.85048447,86,36,41.1569,W,-86.61143247,
64,32,56,45.442,N,32.94595611,86,30,49.926,W,-86.51386833,
65,32,48,1.8,N,32.8005,86,26,47.4,W,-86.4465,
66,32,52,50.54,N,32.88070555,86,37,15.86,W,-86.62107222,
67,31,52,59.968,N,31.88332444,85,29,6.809,W,-85.48522472,
68,31,14,9.9852,N,31.236107,85,8,30.1395,W,-85.14170541,
69,33,14,49.75,N,33.24715277,86,35,52.5,W,-86.59791666,
70,33,11,11.83,N,33.18661944,86,37,36.48,W,-86.6268,
71,32,10,20.548,N,32.17237444,85,1,43.749,W,-85.02881916,
72,34,39,29.37,N,34.65815833,87,20,54.809,W,-87.34855805,
73,32,24,58,N,32.41611111,85,17,57,W,-85.29916666,
74,30,54,32.9,N,30.90913888,87,59,46.8,W,-87.99633333,
75,34,16,7.329,N,34.2687025,86,51,28.927,W,-86.85803527,KCMD
76,34,12,7.14,N,34.20198333,86,48,23.4,W,-86.8065,
77,32,49,6.57,N,32.81849166,85,44,29.44,W,-85.74151111,
78,34,22,22.8,N,34.373,87,4,49.8,W,-87.0805,
79,30,15,37.734,N,30.26048166,88,7,38.903,W,-88.12747305,
80,30,39,16.69,N,30.65463611,87,51,15.31,W,-87.85425277,
81,30,35,30.5,N,30.59180555,87,49,21.3,W,-87.82258333,
82,30,35,41.82,N,30.59495,87,49,15.305,W,-87.82091805,
83,34,39,14.6,N,34.65405555,86,56,43.3,W,-86.94536111,KDCU
84,34,35,31.55,N,34.59209722,86,58,19.65,W,-86.972125,
85,32,27,49.8,N,32.46383333,87,57,14.6,W,-87.95405555,KDYA
86,32,30,20,N,32.50555555,87,50,11,W,-87.83638888,
87,31,13,5.17,N,31.21810277,85,22,2.84,W,-85.36745555,
88,31,14,14.52,N,31.23736666,85,27,17.22,W,-85.45478333,
89,31,19,15.7,N,31.32102777,85,26,58.1,W,-85.44947222,KDHN
90,30,18,55.62,N,30.31545,87,34,20.56,W,-87.57237777,
91,31,24,36.15,N,31.41004166,86,5,25.21,W,-86.09033611,
92,30,28,9.22,N,30.46922777,87,32,38.08,W,-87.54391111,
93,30,25,30.03,N,30.42500833,87,32,12.14,W,-87.53670555,
94,30,26,30.71,N,30.44186388,87,27,49.926,W,-87.46386833,
95,31,17,59,N,31.29972222,85,53,59.4,W,-85.89983333,KEDN
96,31,57,4.7,N,31.95130555,85,7,44.1,W,-85.12891666,KEUF
97,31,53,22.03,N,31.88945277,85,9,22.38,W,-85.15621666,
98,32,49,13.5,N,32.82041666,87,51,54.3,W,-87.86508333,
99,32,50,32.68,N,32.84241111,87,53,25.89,W,-87.890525,
100,31,24,54,N,31.415,87,2,36.1,W,-87.04336111,KGZH
101,31,25,48.36,N,31.4301,86,56,24.78,W,-86.94021666,
102,30,27,37.8,N,30.4605,87,52,37.3,W,-87.87702777,KCQF
103,33,42,32.781,N,33.70910583,87,48,54.751,W,-87.81520861,
104,33,42,33,N,33.70916666,87,49,25,W,-87.82361111,
105,34,44,41,N,34.74472222,85,41,23.4,W,-85.68983333,
106,34,46,8.11,N,34.76891944,85,41,46.34,W,-85.69620555,
107,34,48,10.5,N,34.80291666,85,38,58.9,W,-85.64969444,
108,31,1,56,N,31.03222222,87,15,10,W,-87.25277777,
109,31,0,3.28,N,31.00091111,86,18,49.16,W,-86.31365555,
110,31,2,32.905,N,31.04247361,86,18,41.62,W,-86.31156111,
111,34,54,9.306,N,34.902585,87,35,14.092,W,-87.58724777,
112,34,51,0,N,34.85,87,37,57,W,-87.6325,
113,34,48,18.45,N,34.805125,87,39,10.15,W,-87.65281944,
114,30,26,38,N,30.44388888,87,39,25,W,-87.65694444,
115,30,22,17.27,N,30.37146388,87,45,52,W,-87.76444444,
116,30,25,36.01,N,30.42666944,87,41,6.41,W,-87.68511388,
117,30,25,39.6,N,30.42766666,87,42,3.5,W,-87.70097222,
118,30,23,25.1299,N,30.39031386,87,37,53.6163,W,-87.63156008,KNBJ
119,30,22,23,N,30.37305555,87,39,48,W,-87.66333333,
120,32,36,4.73,N,32.60131388,87,47,0.62,W,-87.78350555,
121,31,58,20.535,N,31.97237083,86,35,29.909,W,-86.59164138,
122,34,23,34,N,34.39277777,85,39,54,W,-85.665,
123,34,28,25.3,N,34.47369444,85,43,17,W,-85.72138888,
124,34,26,31.4973,N,34.44208258,85,45,20.8494,W,-85.7557915,
125,31,16,32.797,N,31.27577694,85,42,48.064,W,-85.71335111,KOZR
126,31,21,20.643,N,31.35573416,85,39,6.707,W,-85.65186305,KHEY
127,31,21,21,N,31.35583333,85,45,4.2,W,-85.75116666,KLOR
128,31,19,0.618,N,31.31683833,85,39,59.767,W,-85.66660194,KFHK
129,31,21,45.61,N,31.36266944,85,50,57.78,W,-85.84938333,KSXS
130,31,13,32.55,N,31.22570833,85,33,41.74,W,-85.56159444,
131,31,16,11.55,N,31.269875,86,2,27.38,W,-86.04093888,
132,31,13,52.23,N,31.231175,85,38,58.93,W,-85.64970277,
133,31,23,18.38,N,31.38843888,85,58,20.73,W,-85.972425,
134,31,23,37.3,N,31.39369444,85,45,5.4,W,-85.7515,
135,31,24,50.32,N,31.41397777,85,27,35.46,W,-85.45985,
136,31,21,32.3,N,31.35897222,85,37,13.96,W,-85.62054444,
137,31,9,12.74,N,31.15353888,85,44,1.25,W,-85.73368055,
138,31,5,37,N,31.09361111,85,47,16.6,W,-85.78794444,
139,31,24,30.28,N,31.40841111,85,41,21.28,W,-85.68924444,
140,31,22,48.67,N,31.38018611,85,34,48.99,W,-85.580275,
141,31,28,56.75,N,31.48243055,85,47,6.23,W,-85.78506388,
142,31,20,19.73,N,31.33881388,86,5,30.29,W,-86.09174722,
143,31,17,15.55,N,31.28765277,86,7,48.22,W,-86.13006111,
144,31,21,38.86,N,31.36079444,86,0,49.43,W,-86.01373055,
145,31,27,53.83,N,31.46495277,85,50,46.81,W,-85.84633611,
146,31,7,15.65,N,31.12101388,85,58,38.07,W,-85.97724166,
147,33,36,7,N,33.60194444,86,51,49,W,-86.86361111,
148,33,58,13.459,N,33.97040527,86,5,28.639,W,-86.09128861,KGAD
149,34,0,30,N,34.00833333,85,57,55,W,-85.96527777,
150,33,38,54.24,N,33.6484,86,49,8.04,W,-86.8189,
151,33,40,34.373,N,33.67621472,86,52,2.978,W,-86.86749388,
152,32,54,30.465,N,32.9084625,88,20,0.12,W,-88.33336666,
153,31,3,9.45,N,31.052625,85,52,8.2,W,-85.86894444,
154,31,2,59.14,N,31.04976111,85,53,31.18,W,-85.89199444,
155,32,40,53.545,N,32.68154027,87,39,43.449,W,-87.66206916,
156,31,50,44.5,N,31.84569444,86,36,38.7,W,-86.61075,KPRN
157,31,48,31.63,N,31.80878611,86,31,24.69,W,-86.523525,
158,31,48,30.24,N,31.8084,86,31,30,W,-86.525,
159,31,49,47.81,N,31.82994722,86,38,47.05,W,-86.64640277,
160,30,14,37.38,N,30.24371666,87,45,16.84,W,-87.75467777,
161,30,15,47.8,N,30.26327777,87,38,12.8,W,-87.63688888,
162,30,17,54,N,30.29833333,87,44,27,W,-87.74083333,
163,30,17,22.7,N,30.28963888,87,40,18.4,W,-87.67177777,KJKA
164,30,17,33.09,N,30.292525,87,40,56.96,W,-87.68248888,
165,34,24,22.2811,N,34.40618919,86,15,39.133,W,-86.26087027,
166,34,21,54.62,N,34.36517222,86,25,22.71,W,-86.422975,
167,34,39,4.323,N,34.65120083,86,25,0.954,W,-86.41693166,
168,34,16,49.2,N,34.28033333,87,36,1.5,W,-87.60041666,
169,34,14,32.53,N,34.24236944,87,35,32.25,W,-87.59229166,
170,34,7,1,N,34.11694444,87,59,53.6,W,-87.99822222,KHAB
171,34,7,37.9,N,34.12719444,87,59,27,W,-87.99083333,
172,34,3,46,N,34.06277777,86,43,23,W,-86.72305555,
173,33,18,26.402,N,33.30733388,86,24,12.923,W,-86.40358972,
174,31,4,58.641,N,31.08295583,85,41,0.759,W,-85.68354416,
175,31,3,1.5,N,31.05041666,85,41,7,W,-85.68527777,
176,34,24,29.6,N,34.40822222,86,55,58.6,W,-86.93294444,
177,34,27,30.16,N,34.45837777,86,56,53.99,W,-86.94833055,
178,34,51,53.317,N,34.86481027,86,46,12.999,W,-86.7702775,
179,34,49,52.2,N,34.83116666,86,42,9.4,W,-86.70261111,
180,34,58,49.7,N,34.98047222,86,41,32.3,W,-86.69230555,
181,34,54,58.075,N,34.91613194,86,38,49.365,W,-86.64704583,
182,34,58,50.64,N,34.98073333,86,41,2.42,W,-86.68400555,
183,31,21,50.9,N,31.36413888,85,18,45.1,W,-85.31252777,KHDL
184,33,37,37.9996,N,33.62722211,85,25,46.6439,W,-85.4296233,
185,33,25,13,N,33.42027777,86,40,10,W,-86.66944444,
186,33,21,17,N,33.35472222,86,51,21,W,-86.85583333,
187,34,53,8.316,N,34.88564333,86,42,35.992,W,-86.70999777,
188,34,38,13.909,N,34.63719694,86,46,30.195,W,-86.77505416,KHSV
189,34,43,16.05,N,34.721125,86,34,50.4,W,-86.58066666,
190,34,44,50.5,N,34.74736111,86,27,39.5,W,-86.46097222,
191,34,29,25.95,N,34.49054166,86,40,24.36,W,-86.67343333,
192,34,51,33.668,N,34.85935222,86,33,27.05,W,-86.55751388,KMDQ
193,34,39,53.5,N,34.66486111,86,44,47.85,W,-86.746625,
194,34,45,17.4,N,34.75483333,86,40,38.1,W,-86.67725,
195,32,13,16.8096,N,32.221336,85,28,18.4188,W,-85.471783,
196,32,10,6,N,32.16833333,85,24,13.5,W,-85.40375,
197,30,29,31.13,N,30.49198055,88,11,50.31,W,-88.19730833,
198,31,28,14.015,N,31.47055972,87,53,45.245,W,-87.89590138,
199,33,50,7.1,N,33.83530555,85,45,50.1,W,-85.76391666,
200,33,50,38.42,N,33.84400555,87,14,11.99,W,-87.23666388,
201,33,54,7.2,N,33.902,87,18,49.8,W,-87.31383333,KJFX
202,32,57,33.23,N,32.95923055,86,31,10.43,W,-86.51956388,
203,31,15,0,N,31.25,86,10,0,W,-86.16666666,
204,32,48,42.636,N,32.81184333,85,13,46.151,W,-85.22948638,
205,34,7,56.14,N,34.13226111,85,47,43.47,W,-85.79540833,
206,31,58,29,N,31.97472222,86,17,38,W,-86.29388888,
207,34,59,37.5,N,34.99375,87,20,31,W,-87.34194444,
208,30,25,35.712,N,30.42658666,87,28,14.926,W,-87.47081277,
209,30,37,10.691,N,30.61963638,87,42,15.957,W,-87.7044325,
210,30,39,11.5,N,30.65319444,87,43,25.5,W,-87.72375,
211,30,38,11,N,30.63638888,87,44,52,W,-87.74777777,
212,30,38,42.43,N,30.64511944,87,40,14.03,W,-87.67056388,
213,31,44,10.993,N,31.73638694,86,15,44.8367,W,-86.26245463,
214,31,41,37.87,N,31.69385277,86,15,56.59,W,-86.26571944,
215,31,3,52.2,N,31.0645,85,26,21.8,W,-85.43938888,
216,30,25,26.71,N,30.42408611,87,46,39.961,W,-87.77776694,
217,32,50,55.453,N,32.84873694,86,52,11.958,W,-86.86998833,
218,32,30,37.8,N,32.5105,87,23,5.2,W,-87.38477777,
219,31,16,24.613,N,31.27350361,88,0,45.002,W,-88.01250055,
220,34,32,27.085,N,34.54085694,85,35,32.255,W,-85.59229305,
221,31,17,33.05,N,31.29251388,85,32,21.51,W,-85.53930833,
222,32,25,59.6,N,32.43322222,86,22,28.53,W,-86.37459166,
223,30,37,36.41,N,30.62678055,88,4,5.127,W,-88.06809083,KBFM
224,30,42,28.74,N,30.70798333,88,5,54.49,W,-88.09846944,
225,30,40,45.685,N,30.67935694,88,12,0.012,W,-88.20000333,
226,30,41,0.688,N,30.68352444,88,22,19.04,W,-88.37195555,
227,30,41,29.1,N,30.69141666,88,14,34.2,W,-88.24283333,KMOB
228,30,41,55.47,N,30.69874166,88,4,38.89,W,-88.07746944,
229,30,41,11.78,N,30.68660555,88,11,19.64,W,-88.18878888,
230,30,41,1.28,N,30.68368888,88,7,51.52,W,-88.13097777,
231,31,29,55.86,N,31.49885,87,19,15.01,W,-87.32083611,
232,31,27,29,N,31.45805555,87,21,3.7,W,-87.35102777,KMVC
233,33,9,10.422,N,33.152895,86,51,4.96,W,-86.85137777,
234,32,22,58.6,N,32.38294444,86,21,56.8,W,-86.36577777,KMXF
235,32,24,32.99,N,32.40916388,86,15,22,W,-86.25611111,
236,32,22,40.31,N,32.37786388,86,17,45.46,W,-86.29596111,
237,32,19,39.1,N,32.32752777,86,16,35.6,W,-86.27655555,
238,32,21,38.88,N,32.3608,86,7,14.61,W,-86.120725,
239,32,18,2.3,N,32.30063888,86,23,38.3,W,-86.39397222,KMGM
240,32,16,48.89,N,32.28024722,86,20,27.97,W,-86.34110277,
241,32,24,16.2936,N,32.404526,86,15,32.6412,W,-86.259067,
242,33,36,39.35,N,33.61093055,86,28,29.66,W,-86.47490555,
243,34,26,49.344,N,34.44704,87,23,10.078,W,-87.38613277,
244,34,29,2.68,N,34.48407777,87,17,5.55,W,-87.284875,
245,32,58,10.165,N,32.96949027,87,38,13.275,W,-87.63702083,
246,33,40,39.46,N,33.67762777,86,52,13.24,W,-86.87034444,
247,43,31,28,N,43.52444444,116,24,25,W,-116.4069444,
248,34,44,43.1,N,34.74530555,87,36,36.8,W,-87.61022222,KMSL
249,34,44,50.23,N,34.74728611,87,40,39.98,W,-87.67777222,
250,34,41,31.51,N,34.69208611,87,39,4.39,W,-87.65121944,
251,33,27,17.36,N,33.45482222,87,21,38.34,W,-87.36065,
252,33,47,5.52,N,33.78486666,86,3,2.42,W,-86.05067222,
253,33,58,16.6,N,33.97127777,86,22,49.4,W,-86.38038888,
254,33,55,47,N,33.92972222,86,29,41,W,-86.49472222,
255,32,43,7.473,N,32.7187425,85,22,0.805,W,-85.36689027,
256,32,38,21,N,32.63916666,85,24,8,W,-85.40222222,
257,32,35,3.39,N,32.584275,85,29,59.59,W,-85.49988611,
258,30,16,40.3,N,30.27786111,87,32,36.42,W,-87.54345,
259,32,48,13.456,N,32.80373777,85,58,49.869,W,-85.98051916,
260,34,37,9,N,34.61916666,86,28,1,W,-86.46694444,
261,33,36,1.6128,N,33.600448,85,51,51.4188,W,-85.864283,
262,31,25,54.5232,N,31.431812,85,37,13.9221,W,-85.62053391,
263,31,27,3.3,N,31.45091666,85,37,56.03,W,-85.63223055,
264,31,29,34.4,N,31.49288888,85,32,3.4,W,-85.53427777,
265,33,38,32.94,N,33.64248333,87,11,49.82,W,-87.19717222,
266,33,36,12.84,N,33.60356666,86,18,10.59,W,-86.30294166,
267,33,33,31.8,N,33.55883333,86,14,56.6,W,-86.24905555,KPLR
268,31,2,9.71,N,31.03603055,87,35,37.71,W,-87.59380833,
269,32,25,16,N,32.42111111,85,14,53,W,-85.24805555,
270,31,18,9.4,N,31.30261111,85,31,23.3,W,-85.52313888,
271,31,17,23.65,N,31.28990277,85,32,25.72,W,-85.54047777,
272,33,43,36.365,N,33.72676805,86,43,24.968,W,-86.72360222,
273,32,26,19.4,N,32.43872222,86,30,45.7,W,-86.51269444,
274,34,40,43.179,N,34.67866083,86,41,5.246,W,-86.68479055,KHUA
275,33,23,12.31,N,33.38675277,88,0,23.685,W,-88.00657916,
276,33,7,46.84,N,33.12967777,85,22,19.975,W,-85.37221527,
277,33,9,26.13,N,33.15725833,85,23,20.82,W,-85.38911666,
278,32,14,32.527,N,32.24236861,85,36,3.814,W,-85.60105944,
279,30,32,26.0409,N,30.54056691,87,34,8.1031,W,-87.56891752,
280,30,32,41,N,30.54472222,87,33,34,W,-87.55944444,
281,34,49,41.1569,N,34.82809913,87,12,56.9688,W,-87.21582466,
282,34,26,42.3,N,34.44508333,87,42,41.9,W,-87.71163888,
283,34,30,38.25,N,34.510625,87,43,9.45,W,-87.71929166,
284,30,30,6.9,N,30.50191666,88,16,30.4,W,-88.27511111,
285,31,6,13.33,N,31.10370277,86,3,45.36,W,-86.0626,
286,32,43,0.61,N,32.71683611,87,44,58.29,W,-87.749525,
287,34,41,19.336,N,34.68870444,86,0,21.355,W,-86.00593194,
288,34,39,45.35,N,34.66259722,86,2,48.36,W,-86.04676666,
289,34,39,37.03,N,34.66028611,86,2,57.26,W,-86.04923888,
290,32,20,38.208,N,32.34394666,86,59,16.1,W,-86.98780555,KSEM
291,32,25,43.21,N,32.42866944,87,3,25.24,W,-87.05701111,
292,30,45,51.678,N,30.764355,88,18,21.029,W,-88.30584138,
293,30,47,5.43,N,30.78484166,88,16,50.69,W,-88.28074722,
294,31,6,57.638,N,31.11601055,85,37,31.76,W,-85.62548888,
295,31,4,41.84,N,31.07828888,85,32,16.04,W,-85.53778888,
296,32,21,55,N,32.36527777,85,48,43,W,-85.81194444,
297,32,36,27.12,N,32.60753333,85,5,40.51,W,-85.09458611,
298,34,28,46.5,N,34.47958333,86,46,16,W,-86.77111111,
299,30,40,31.713,N,30.67547583,87,57,35.536,W,-87.95987111,
300,32,44,22.0507,N,32.73945852,86,13,30.6682,W,-86.22518561,
301,33,51,53.355,N,33.86482083,86,18,39.009,W,-86.31083583,
302,34,53,10.595,N,34.88627638,85,48,11.84,W,-85.80328888,
303,31,3,49,N,31.06361111,87,52,12,W,-87.87,
304,41,13,51.7,N,41.23102777,74,2,50.4,W,-74.04733333,
305,30,30,30.703,N,30.50852861,87,29,29.931,W,-87.4916475,
306,30,28,0.705,N,30.4668625,87,40,59.951,W,-87.68331972,
307,30,30,27.4661,N,30.50762947,87,38,48.7585,W,-87.64687736,KNFD
308,33,10,18.6,N,33.17183333,86,18,19.9,W,-86.30552777,KSCD
309,33,11,54,N,33.19833333,86,28,30,W,-86.475,
310,33,21,19.5336,N,33.355426,86,15,43.686,W,-86.262135,
311,33,9,59.57,N,33.16654722,86,15,19.28,W,-86.25535555,
312,33,34,10.215,N,33.56950416,86,3,4.325,W,-86.05120138,KASN
313,33,34,11.58,N,33.56988333,86,4,12.45,W,-86.070125,
314,32,32,0.43,N,32.53345277,85,54,42.17,W,-85.91171388,
315,30,31,39.62,N,30.52767222,88,6,9.16,W,-88.10254444,
316,31,55,50.548,N,31.93070777,87,44,15.014,W,-87.73750388,
317,31,52,32.98,N,31.87582777,87,44,35.05,W,-87.74306944,
318,31,51,36,N,31.86,86,0,50,W,-86.01388888,KTOI
319,31,44,26,N,31.74055555,86,0,26.3,W,-86.00730555,
320,33,38,29.22,N,33.64145,86,36,44.12,W,-86.61225555,
321,33,37,4.74,N,33.61798333,86,37,9.22,W,-86.61922777,
322,33,13,14.264,N,33.22062888,87,36,41.054,W,-87.61140388,KTCL
323,33,12,21.426,N,33.20595166,87,31,40.02,W,-87.52778333,
324,33,10,26.33,N,33.17398055,87,33,24.74,W,-87.55687222,
325,33,15,24.16,N,33.25671111,87,27,1.77,W,-87.45049166,
326,34,40,18.17,N,34.67171388,87,37,58.13,W,-87.63281388,
327,32,27,37.7,N,32.46047222,85,40,48.1,W,-85.68002777,
328,32,27,12.7,N,32.45352777,85,33,29.36,W,-85.55815555,
329,32,8,1.4658,N,32.1337405,86,46,32.862,W,-86.775795,
330,32,10,3.333,N,32.1675925,85,48,40.308,W,-85.81119666,
331,32,49,46.3512,N,32.829542,85,10,7.4028,W,-85.168723,
332,33,50,48.188,N,33.84671888,88,6,55.713,W,-88.11547583,
333,33,25,38.13,N,33.42725833,86,20,27.02,W,-86.34083888,
334,33,22,44.8824,N,33.379134,86,22,38.0244,W,-86.377229,
335,33,17,40,N,33.29444444,85,28,49,W,-85.48027777,
336,32,31,38.4,N,32.52733333,86,19,51.7,W,-86.33102777,
337,32,27,19.491,N,32.45541416,86,7,9,W,-86.11916666,
338,30,48,45.676,N,30.81268777,88,22,38.043,W,-88.37723416,
339,33,14,2.411,N,33.23400305,86,30,46.932,W,-86.51303666,
340,33,14,47.52,N,33.24653333,86,28,8.88,W,-86.46913333,
341,33,51,48,N,33.86333333,87,50,43,W,-87.84527777,
342,34,39,58.85,N,34.66634722,86,13,20.23,W,-86.22228611,
343,33,25,37.6,N,33.42711111,85,29,36.37,W,-85.49343611,
344,33,22,20.22,N,33.37228333,85,23,45.05,W,-85.39584722,
345,34,0,43.099,N,34.01197194,113,12,10.694,W,-113.2029706,
346,33,55,9.66,N,33.91935,113,10,4.14,W,-113.1678167,
347,33,55,22.106,N,33.92280722,113,10,52.692,W,-113.1813033,
348,32,27,10.405,N,32.45289027,112,51,41.07,W,-112.8614083,
349,34,35,34.42,N,34.59289444,113,10,19.015,W,-113.1719486,
350,31,57,49.3,N,31.96369444,110,15,35.261,W,-110.2597947,
351,31,59,58,N,31.99944444,110,21,28.7,W,-110.3579722,
352,31,21,50.365,N,31.36399027,109,52,59.263,W,-109.8831286,
353,31,25,3.68,N,31.41768888,109,52,56.88,W,-109.8824667,
354,33,51,36.21,N,33.86005833,113,55,47.32,W,-113.9298111,
355,33,22,0.15,N,33.36670833,112,37,7.601,W,-112.6187781,
356,33,25,21.122,N,33.42253388,112,41,10.442,W,-112.6862339,KBXK
357,33,27,29.84,N,33.45828888,112,30,41.39,W,-112.5114972,
358,35,6,40.89,N,35.11135833,114,33,15.45,W,-114.5542917,
359,35,9,16.612,N,35.15461444,114,33,33.596,W,-114.5593322,KIFP
360,35,0,20.3,N,35.00563888,114,33,54.1,W,-114.5650278,
361,35,17,44.988,N,35.29583,114,22,22.856,W,-114.3730156,
362,34,53,17.455,N,34.88818194,114,36,59.9,W,-114.6166389,
363,34,36,18.085,N,34.60502361,111,51,54.546,W,-111.8651517,
364,34,36,29,N,34.60805555,111,51,53,W,-111.8647222,
365,34,47,55.068,N,34.79863,112,58,12.674,W,-112.9701872,
366,33,48,10.141,N,33.80281694,111,55,6.529,W,-111.9184803,
367,33,49,7.005,N,33.8186125,111,53,53.265,W,-111.8981292,
368,33,58,58.03,N,33.98278611,111,42,51.02,W,-111.7141722,
369,33,49,7.15,N,33.81865277,111,37,57.498,W,-111.6326383,
370,32,57,17.633,N,32.95489805,111,46,0.552,W,-111.76682,KCGZ
371,33,17,55.576,N,33.29877111,111,54,56.835,W,-111.9157875,
372,33,13,39.184,N,33.22755111,111,51,12.498,W,-111.8534717,
373,33,17,53.23,N,33.29811944,111,52,24.69,W,-111.873525,
374,33,16,8.746,N,33.26909611,111,48,40.036,W,-111.8111211,KCHD
375,33,17,9.97,N,33.28610277,111,51,23.81,W,-111.8566139,
376,36,6,33.5,N,36.10930555,109,34,31.7,W,-109.5754722,
377,34,44,40.082,N,34.74446722,112,26,42.608,W,-112.4451689,
378,34,0,12,N,34.00333333,110,26,39,W,-110.4441667,
379,32,57,25.3391,N,32.95703863,109,12,40.1843,W,-109.2111623,KCFT
380,33,20,25.97,N,33.34054722,109,29,40.075,W,-109.4944653,
381,36,57,35.8,N,36.95994444,113,0,50,W,-113.0138889,KAZC
382,32,56,9.686,N,32.93602388,111,25,35.302,W,-111.4264728,
383,32,56,8.224,N,32.93561777,111,29,4.44,W,-111.4845667,
384,34,43,48.202,N,34.73005611,112,2,6.494,W,-112.0351372,
385,34,44,13.15,N,34.73698611,112,1,46.67,W,-112.0296306,
386,34,41,6.7,N,34.68519444,112,17,24.9,W,-112.29025,
387,34,14,27.8,N,34.24105555,112,21,46,W,-112.3627778,
