OBJECTID,LAT_DEG,LAT_MIN,LAT_SEC,LAT_HEMIS,LAT_DECIMAL,LONG_DEG,LONG_MIN,LONG_SEC,LONG_HEMIS,LONG_DECIMAL,ICAO_ID
1358,34,29,4.98,N,34.48471666,117,49,35.23,W,-117.8264528,
1359,38,12,8.79,N,38.20244166,121,16,8.91,W,-121.2691417,
1360,38,7,20.7,N,38.12241666,121,17,12.19,W,-121.2867194,
1361,38,4,2.485,N,38.06735694,121,12,27.344,W,-121.2075956,
1362,38,5,30.73,N,38.09186944,121,21,30,W,-121.3583333,
1363,38,5,2.713,N,38.08408694,121,18,58.813,W,-121.3163369,
1364,34,2,58.09,N,34.04946944,117,15,49.43,W,-117.2637306,
1365,34,44,14.412,N,34.73733666,120,35,3.5252,W,-120.5843126,KVBG
1366,34,27,20.45,N,34.45568055,120,38,51.71,W,-120.6476972,
1367,34,28,8.952,N,34.46915333,120,40,54.615,W,-120.6818375,
1368,34,29,41.95,N,34.49498611,120,42,11.619,W,-120.7032275,
1369,34,39,56.23,N,34.66561944,120,28,3.01,W,-120.4675028,KLPC
1370,36,35,19.3,N,36.58869444,118,2,57.8,W,-118.0493889,
1371,36,13,5.2469,N,36.21812413,118,10,41.9788,W,-118.1783274,
1372,38,8,23.6,N,38.13988888,120,5,40.4,W,-120.0945556,
1373,33,49,4.547,N,33.81792972,118,9,6.806,W,-118.1518906,KLGB
1374,33,48,26.7,N,33.80741666,118,8,44.66,W,-118.1457389,
1375,33,46,4.23,N,33.76784166,118,11,59.18,W,-118.1997722,
1376,33,48,31.3,N,33.80869444,118,11,11.8,W,-118.1866111,
1377,33,46,50.08,N,33.78057777,118,11,9.4,W,-118.1859444,
1378,33,44,56.84,N,33.74912222,118,11,24.52,W,-118.1901444,
1379,33,45,53.064,N,33.76474,118,11,58.246,W,-118.1995128,
1380,33,47,24.108,N,33.79003,118,3,5.112,W,-118.05142,KSLI
1381,34,3,49.61,N,34.06378055,118,16,21.38,W,-118.2726056,
1382,34,3,41.8,N,34.06161111,118,12,5.71,W,-118.2015861,
1383,34,11,0,N,34.18333333,118,26,48,W,-118.4466667,
1384,34,2,50.1,N,34.04725,118,20,34.4,W,-118.3428889,
1385,34,15,24.75,N,34.256875,118,31,53.19,W,-118.5314417,
1386,34,3,2.37,N,34.05065833,118,14,32.96,W,-118.2424889,
1387,34,3,45.45,N,34.062625,118,25,56.96,W,-118.4324889,
1388,34,2,24.97,N,34.04026944,118,15,21.53,W,-118.2559806,
1389,34,3,40.9,N,34.06136111,118,13,41,W,-118.2280556,
1390,34,4,0.25,N,34.06673611,118,26,46.98,W,-118.4463833,
1391,34,2,38.49,N,34.044025,118,14,50.37,W,-118.247325,
1392,34,3,10.43,N,34.05289722,118,15,21.266,W,-118.2559072,
1393,34,3,5.29,N,34.05146944,118,15,25.38,W,-118.25705,
1394,34,3,15.8,N,34.05438888,118,13,46.3,W,-118.2295278,
1395,34,2,51.79,N,34.04771944,118,15,14.89,W,-118.2541361,
1396,34,4,39.58,N,34.07766111,118,15,40.29,W,-118.2611917,
1397,34,3,44.68,N,34.06241111,118,17,16.69,W,-118.2879694,
1398,34,4,25.76,N,34.07382222,118,22,39.43,W,-118.3776194,
1399,34,3,10.7,N,34.05297222,118,14,29.88,W,-118.2416333,
1400,34,7,36.44,N,34.12678888,118,24,23.36,W,-118.4064889,
1401,34,7,50.81,N,34.13078055,118,29,25.88,W,-118.4905222,
1402,34,2,57.58,N,34.04932777,118,15,13.21,W,-118.2536694,
1403,34,6,12.49,N,34.10346944,118,16,45.71,W,-118.2793639,
1404,34,3,3.47,N,34.05096388,118,15,56.28,W,-118.2656333,
1405,34,3,5.1,N,34.05141666,118,14,34.37,W,-118.2428806,
1406,34,5,47.12,N,34.09642222,118,17,25.19,W,-118.2903306,
1407,34,2,22.19,N,34.03949722,118,15,42.6,W,-118.2618333,
1408,34,5,50.4,N,34.09733333,118,17,27.25,W,-118.2909028,
1409,33,55,43,N,33.92861111,118,17,56,W,-118.2988889,
1410,34,2,47.61,N,34.04655833,118,15,43.08,W,-118.2619667,
1411,34,2,52.034,N,34.04778722,118,26,42.287,W,-118.4450797,
1412,34,3,17.45,N,34.05484722,118,15,53.9,W,-118.2649722,
1413,34,4,34.76,N,34.07632222,118,22,53.28,W,-118.3814667,
1414,34,2,10.95,N,34.036375,118,26,37.79,W,-118.4438306,
1415,34,2,44.23,N,34.04561944,118,15,31.17,W,-118.2586583,
1416,34,2,57.91,N,34.04941944,118,15,34.05,W,-118.2594583,
1417,34,1,59.17,N,34.03310277,118,27,4.64,W,-118.4512889,
1418,34,3,10.39,N,34.05288611,118,14,19.86,W,-118.23885,
1419,34,3,16.86,N,34.05468333,118,14,10.12,W,-118.2361444,
1420,34,17,32.5,N,34.29236111,118,28,29.01,W,-118.474725,
1421,34,3,29.11,N,34.05808611,118,14,58.11,W,-118.249475,
1422,34,3,35.06,N,34.05973888,118,12,42.44,W,-118.2117889,
1423,34,5,50.25,N,34.09729166,118,17,19.08,W,-118.2886333,
1424,33,56,32.987,N,33.94249638,118,24,28.975,W,-118.4080486,KLAX
1425,34,15,33.571,N,34.25932527,118,24,48.359,W,-118.4134331,KWHP
1426,34,3,39.81,N,34.06105833,118,25,2.61,W,-118.4173917,
1427,34,3,42.96,N,34.06193333,118,21,6.82,W,-118.3518944,
1428,33,58,12.3,N,33.97008333,118,16,39.38,W,-118.2776056,
1429,34,13,12.19,N,34.22005277,118,31,57.41,W,-118.5326139,
1430,34,20,2.4,N,34.334,118,23,49.9,W,-118.3971944,
1431,34,3,52.27,N,34.06451944,118,17,28.58,W,-118.2912722,
1432,37,3,50,N,37.06388888,120,52,11.5,W,-120.8698611,KLSN
1433,37,3,52.256,N,37.06451555,120,51,32.268,W,-120.8589633,
1434,35,39,59,N,35.66638888,119,53,47,W,-119.8963889,
1435,38,49,2.643,N,38.81740083,120,55,20.782,W,-120.9224394,
1436,34,24,52.999,N,34.41472194,116,37,21.085,W,-116.6225236,
1437,34,25,24.998,N,34.42361055,116,37,1.083,W,-116.6169675,
1438,33,55,47.46,N,33.92985,118,12,9.55,W,-118.2026528,
1439,41,44,33.547,N,41.74265194,121,52,42.008,W,-121.8783356,
1440,36,59,18.961,N,36.98860027,120,6,44.819,W,-120.1124497,KMAE
1441,37,7,14.806,N,37.12077944,119,59,16.583,W,-119.9879397,
1442,36,54,19.808,N,36.90550222,120,10,38.596,W,-120.1773878,
1443,36,52,56.7575,N,36.88243263,119,48,2.0257,W,-119.8005627,
1444,36,51,24.34,N,36.85676111,119,55,7.79,W,-119.9188306,
1445,34,2,14.98,N,34.03749444,118,41,21.76,W,-118.6893778,
1446,34,2,31.7,N,34.04213888,118,51,12.38,W,-118.8534389,
1447,34,3,42.34,N,34.06176111,118,38,49.7,W,-118.6471389,
1448,34,2,42.72,N,34.0452,118,41,42.05,W,-118.6950139,
1449,37,37,26.6,N,37.62405555,118,50,19.5,W,-118.83875,KMMH
1450,40,26,44.563,N,40.44571194,121,52,55.966,W,-121.8822128,
1451,36,40,53.5,N,36.68152777,121,45,42,W,-121.7616667,KOAR
1452,33,59,4.041,N,33.98445583,118,27,0.283,W,-118.4500786,
1453,37,20,25.79,N,37.34049722,119,51,43.58,W,-119.8621056,
1454,37,30,39.1,N,37.51086111,120,2,22.3,W,-120.0395278,KMPI
1455,37,29,59.09,N,37.49974722,119,58,40.21,W,-119.9778361,
1456,38,44,5.1,N,38.73475,119,46,1.4,W,-119.7670556,
1457,39,5,52,N,39.09777777,121,34,11.4,W,-121.5698333,KMYV
1458,39,19,29.606,N,39.32489055,121,21,33.864,W,-121.3594067,
1459,39,17,59.608,N,39.29989111,121,21,33.863,W,-121.3594064,
1460,39,8,9.9628,N,39.13610077,121,26,11.7131,W,-121.436587,KBAB
1461,39,17,18.595,N,39.28849861,122,11,20.919,W,-122.1891442,
1462,39,16,6.26,N,39.26840555,122,7,0.415,W,-122.1167819,
1463,36,45,31,N,36.75861111,120,22,17,W,-120.3713889,
1464,37,17,5.1,N,37.28475,120,30,50.1,W,-120.5139167,KMCE
1465,37,20,33.785,N,37.34271805,120,24,12.675,W,-120.4035208,
1466,37,20,26.8,N,37.34077777,120,28,0.1,W,-120.4666944,
1467,37,22,49.744,N,37.38048444,120,34,5.471,W,-120.5681864,KMER
1468,39,6,11.614,N,39.10322611,121,51,0.892,W,-121.8502478,
1469,39,6,33.614,N,39.10933722,121,53,1.893,W,-121.8838592,
1470,33,33,38.88,N,33.5608,117,39,58.15,W,-117.6661528,
1471,37,37,32.969,N,37.62582472,120,57,15.948,W,-120.95443,KMOD
1472,37,37,13.7,N,37.62047222,121,9,46.7,W,-121.1629722,
1473,37,39,55.66,N,37.66546111,120,59,51.04,W,-120.9975111,
1474,35,3,32.2,N,35.05894444,118,9,2.2,W,-118.1506111,KMHV
1475,35,23,1.0949,N,35.38363747,118,13,13.0449,W,-118.2202903,
1476,34,56,32.908,N,34.94247444,118,10,11.27,W,-118.1697972,
1477,34,11,2,N,34.18388888,118,1,14,W,-118.0205556,
1478,41,43,47.94,N,41.72998333,122,32,40.13,W,-122.5444806,
1479,41,46,53.2,N,41.78144444,122,28,5.2,W,-122.4681111,KSIY
1480,36,35,13.028,N,36.58695222,121,50,34.019,W,-121.8427831,KMRY
1481,34,16,54.5,N,34.28180555,118,54,16.29,W,-118.904525,
1482,33,54,46.9,N,33.91302777,117,11,47.4,W,-117.1965,
1483,37,24,58.118,N,37.41614388,122,2,56.865,W,-122.0491292,KNUQ
1484,41,19,7,N,41.31861111,122,19,12.2,W,-122.3200556,
1485,33,33,27.89,N,33.55774722,117,11,0.13,W,-117.1833694,
1486,33,34,27.0447,N,33.57417908,117,7,42.5035,W,-117.1284732,
1487,33,30,40,N,33.51111111,117,19,43,W,-117.3286111,
1488,33,36,52.9,N,33.61469444,117,10,11.83,W,-117.1699528,
1489,33,29,17.7465,N,33.48826291,117,22,2.7221,W,-117.3674228,
1490,38,19,25.9779,N,38.32388275,122,17,49.838,W,-122.2971772,
1491,38,12,47.481,N,38.21318916,122,16,50.474,W,-122.2806872,KAPC
1492,34,45,58.8486,N,34.76634683,114,37,23.8076,W,-114.6232799,KEED
1493,34,9,27.7,N,34.15769444,118,55,3.9,W,-118.91775,
1494,34,56,24.64,N,34.94017777,119,41,10.02,W,-119.6861167,
1495,34,26,22.39,N,34.43955277,118,34,45.26,W,-118.5792389,
1496,37,20,12.1614,N,37.3367115,121,1,41.1204,W,-121.028089,
1497,33,37,23.33,N,33.62314722,117,52,48.82,W,-117.8802278,
1498,33,37,30.6,N,33.62516666,117,55,50.8,W,-117.9307778,
1499,39,19,29.614,N,39.32489277,121,4,33.828,W,-121.0760633,
1500,33,28,52.1,N,33.48113888,115,52,26.985,W,-115.8741625,
1501,33,54,52.3,N,33.91452777,118,4,18,W,-118.0716667,
1502,33,54,54.5,N,33.91513888,118,4,11.2,W,-118.0697778,
1503,38,8,36.873,N,38.14357583,122,33,25.529,W,-122.5570914,KDVO
1504,37,45,22.837,N,37.75634361,120,48,0.75,W,-120.8002083,
1505,37,43,16.541,N,37.72126138,122,13,16.142,W,-122.2211506,KOAK
1506,37,50,10.172,N,37.83615888,122,16,0.492,W,-122.2668033,
1507,35,6,5.505,N,35.10152916,120,37,20.335,W,-120.6223153,
1508,33,18,4.53,N,33.30125833,117,21,18.61,W,-117.3551694,KNFG
1509,33,12,41.7,N,33.21158333,117,21,15,W,-117.3541667,
1510,33,13,4.715,N,33.21797638,117,21,5.427,W,-117.3515075,KOKB
1511,33,11,6.96,N,33.18526666,117,17,28.33,W,-117.2912028,
1512,33,8,52.1428,N,33.14781744,116,7,53.5209,W,-116.1315336,
1513,32,44,58,N,32.74944444,116,0,58,W,-116.0161111,
1514,34,24,27.08,N,34.40752222,119,10,8.62,W,-119.1690611,
1515,34,3,21.651,N,34.05601416,117,36,4.275,W,-117.6011875,KONT
1516,33,45,55.92,N,33.76553333,117,44,38.85,W,-117.744125,
1517,33,47,18.85,N,33.78856944,117,53,25.58,W,-117.8904389,
1518,33,49,42.5,N,33.82847222,117,47,26.1,W,-117.7905833,
1519,33,46,53.24,N,33.78145555,117,51,55.3,W,-117.8653611,
1520,39,43,13.4,N,39.72038888,122,8,46.9,W,-122.1463611,
1521,40,10,59.99,N,40.18333055,77,13,22.11,W,-77.22280833,
1522,39,29,16.15,N,39.48781944,121,37,19.156,W,-121.6219878,KOVE
1523,39,33,59.59,N,39.56655277,121,28,3.885,W,-121.4677458,
1524,39,30,26.8212,N,39.50745033,121,32,29.596,W,-121.5415544,
1525,34,12,2.905,N,34.20080694,119,12,26.015,W,-119.2072264,KOXR
1526,34,12,59.79,N,34.21660833,119,9,26.37,W,-119.157325,
1527,34,15,30.76,N,34.25854444,118,24,25.46,W,-118.4070722,KPAI
1528,34,34,56.17,N,34.58226944,118,8,42.45,W,-118.145125,
1529,34,33,59.9203,N,34.56664452,117,40,14.7799,W,-117.6707722,
1530,34,37,45.8,N,34.62938888,118,5,4.39,W,-118.0845528,KPMD
1531,33,47,8,N,33.78555555,116,22,44.6,W,-116.3790556,
1532,33,49,46.811,N,33.82966972,116,30,24.099,W,-116.5066942,KPSP
1533,33,44,54.375,N,33.7484375,116,16,29.328,W,-116.2748133,KUDD
1534,33,50,18.4,N,33.83844444,116,32,38,W,-116.5438889,
1535,33,37,36.014,N,33.62667055,116,9,34.756,W,-116.1596544,KTRM
1536,37,27,40.037,N,37.46112138,122,6,54.168,W,-122.1150467,KPAO
1537,37,26,6.57,N,37.43515833,122,10,27.69,W,-122.1743583,
1538,33,14,44,N,33.24555555,114,42,37,W,-114.7102778,
1539,39,42,38,N,39.71055555,121,36,59.4,W,-121.6165,
1540,34,18,30.3587,N,34.30843297,114,11,16.6321,W,-114.1879534,
1541,34,12,20.48,N,34.20568888,118,10,25.35,W,-118.1737083,
1542,34,8,3.6,N,34.13433333,118,9,7.53,W,-118.1520917,
1543,34,10,25,N,34.17361111,118,10,16,W,-118.1711111,
1544,35,28,34.89,N,35.47635833,120,18,32.48,W,-120.3090222,
1545,35,34,5.897,N,35.56830472,120,47,50.634,W,-120.7973983,
1546,35,40,22.4,N,35.67288888,120,37,37.5,W,-120.6270833,KPRB
1547,35,38,39.75,N,35.644375,120,51,0.75,W,-120.8502083,
1548,37,32,47.2,N,37.54644444,121,9,30.88,W,-121.1585778,
1549,33,18,38.123,N,33.31058972,116,59,53.1,W,-116.9980833,
1550,33,45,52.7,N,33.76463888,117,13,8.4,W,-117.219,
1551,38,15,28.056,N,38.25779333,122,36,19.165,W,-122.6053236,
1552,32,42,57,N,32.71583333,116,27,0,W,-116.45,
1553,32,43,38.545,N,32.72737361,116,27,35.07,W,-116.4597417,
1554,38,45,14.647,N,38.75406861,120,53,56.781,W,-120.8991058,
1555,38,47,59.648,N,38.79990222,120,44,3.752,W,-120.7343756,
1556,38,45,52,N,38.76444444,120,32,53.6,W,-120.5482222,
1557,38,41,46.654,N,38.69629277,120,43,52.757,W,-120.7313214,
1558,38,43,27.219,N,38.7242275,120,45,11.913,W,-120.7533092,KPVF
1559,37,20,59.785,N,37.34994027,120,17,38.661,W,-120.2940725,
1560,38,51,59.632,N,38.86656444,121,29,3.844,W,-121.4844011,
1561,38,50,5.636,N,38.83489888,121,31,46.848,W,-121.52968,
1562,38,44,49.647,N,38.74712416,121,34,21.85,W,-121.5727361,
1563,38,50,24.636,N,38.84017666,121,33,41.854,W,-121.5616261,
1564,37,42,29.746,N,37.70826277,121,53,33.847,W,-121.8927353,
1565,37,41,39.89,N,37.69441388,121,52,51.23,W,-121.8808972,
1566,34,7,9.3954,N,34.1192765,119,7,10.5202,W,-119.1195889,KNTD
1567,34,3,6.74,N,34.05187222,117,47,31.21,W,-117.7920028,
1568,38,36,38.661,N,38.61073916,122,23,28.923,W,-122.3913675,
1569,38,44,57.649,N,38.74934694,122,22,2.922,W,-122.3674783,
1570,36,1,46.5,N,36.02958333,119,3,45.8,W,-119.0627222,KPTV
1571,32,59,45.8,N,32.99605555,117,3,19.9,W,-117.0555278,
1572,39,56,38.1,N,39.94391666,120,56,43.4,W,-120.9453889,
1573,39,58,24.2,N,39.97338888,120,56,22.4,W,-120.9395556,
1574,39,56,24.9,N,39.94025,120,57,43.2,W,-120.962,
1575,38,19,28.3,N,38.32452777,120,28,41.61,W,-120.478225,
1576,33,2,21,N,33.03916666,116,54,54.9,W,-116.91525,KRNM
1577,33,4,13.16,N,33.07032222,116,45,7.081,W,-116.7519669,
1578,33,12,19,N,33.20527777,116,30,47.5,W,-116.5131944,
1579,33,45,50.7,N,33.76408333,116,24,17.7,W,-116.4049167,
1580,38,28,8.673,N,38.46907583,121,4,30.799,W,-121.0752219,
1581,38,29,12.4,N,38.48677777,121,6,10,W,-121.1027778,KRIU
1582,33,36,45.6,N,33.61266666,117,35,28.85,W,-117.5913472,
1583,40,48,13.33,N,40.80370277,120,21,58.35,W,-120.3662083,
1584,37,7,4.809,N,37.1180025,119,54,47.569,W,-119.9132136,
1585,40,9,1.1,N,40.15030555,122,15,7.9,W,-122.2521944,KRBL
1586,40,0,57.557,N,40.01598805,122,23,23.991,W,-122.3899975,
1587,40,34,25.247,N,40.57367972,122,24,26.408,W,-122.4073356,
1588,40,34,20,N,40.57222222,122,23,48,W,-122.3966667,
1589,40,35,53.81,N,40.59828055,122,19,56.24,W,-122.3322889,
1590,40,35,8,N,40.58555555,122,23,16,W,-122.3877778,
1591,40,30,32.347,N,40.50898527,122,17,36.187,W,-122.2933853,KRDD
1592,34,5,6.9,N,34.08525,117,8,47,W,-117.1463889,KREI
1593,36,40,15.6,N,36.671,119,27,3.7,W,-119.4510278,
1594,36,42,32.819,N,36.70911638,119,24,17.449,W,-119.4048469,
1595,39,29,51.589,N,39.49766361,121,46,16.913,W,-121.7713647,
1596,35,38,25.38,N,35.64038333,117,40,19.31,W,-117.6720306,
1597,35,36,52.7,N,35.61463888,117,40,5.6,W,-117.6682222,
1598,35,35,28.845,N,35.59134583,117,38,1.223,W,-117.6336731,
1599,38,40,30,N,38.675,121,26,43.6,W,-121.4454444,
1600,38,11,36.2,N,38.19338888,121,42,13.1,W,-121.7036389,
1601,33,57,6.8,N,33.95188888,117,26,42.4,W,-117.4451111,KRAL
1602,34,0,29,N,34.00805555,117,20,37.67,W,-117.3437972,
1603,33,58,50.34,N,33.98065,117,22,32.7,W,-117.37575,
1604,33,58,58.8,N,33.983,117,22,34.07,W,-117.3761306,
1605,33,59,19.635,N,33.9887875,117,24,35.675,W,-117.4099097,KRIR
1606,33,52,54.996,N,33.88194333,117,15,32.461,W,-117.2590169,KRIV
1607,33,58,38.7,N,33.97741666,117,22,54.1,W,-117.3816944,
1608,38,52,19.635,N,38.87212083,121,42,35.872,W,-121.7099644,
1609,33,44,27.76,N,33.74104444,117,9,30.8,W,-117.1585556,
1610,34,52,13.8,N,34.8705,118,12,19.5,W,-118.2054167,
1611,34,49,54.922,N,34.83192277,118,24,3.291,W,-118.4009142,
1612,34,3,0.11,N,34.05003055,118,4,51.94,W,-118.0810944,
1613,34,3,7.46,N,34.05207222,118,4,50.24,W,-118.0806222,
1614,38,45,59.7532,N,38.76659811,121,14,53.142,W,-121.248095,
1615,39,13,14.616,N,39.22072666,121,12,53.843,W,-121.2149564,
1616,40,12,41.3,N,40.21147222,123,17,51.7,W,-123.2976944,
1617,38,27,45.6,N,38.46266666,122,24,52.8,W,-122.4146667,
1618,38,33,17.533,N,38.55487027,121,27,19.57,W,-121.4554361,
1619,38,35,53.18,N,38.59810555,121,29,17.63,W,-121.4882306,
1620,38,28,11.39,N,38.46983055,121,25,14.57,W,-121.4207139,
1621,38,41,43.6,N,38.69544444,121,35,26.8,W,-121.5907778,KSMF
1622,38,32,51.6,N,38.54766666,121,22,37.86,W,-121.3771833,
1623,38,33,19.119,N,38.55531083,121,17,49.961,W,-121.2972114,KMHR
1624,38,30,46.3,N,38.51286111,121,29,35.881,W,-121.4933003,KSAC
1625,38,40,3.5,N,38.66763888,121,24,2.2,W,-121.4006111,KMCC
1626,38,32,55.0865,N,38.54863513,122,30,39.914,W,-122.5110872,
1627,38,32,36,N,38.54333333,122,28,30,W,-122.475,
1628,36,39,44.679,N,36.66241083,121,36,25.753,W,-121.6071536,KSNS
1629,36,41,50.95,N,36.69748611,121,38,4.3,W,-121.6345278,
1630,33,14,28.3,N,33.24119444,115,57,9.3,W,-115.9525833,KSAS
1631,38,8,46,N,38.14611111,120,38,53.4,W,-120.6481667,KCPU
1632,38,11,26.7,N,38.19075,120,40,9,W,-120.6691667,
1633,36,1,33.874,N,36.02607611,120,54,27.658,W,-120.9076828,
1634,35,57,23,N,35.95638888,120,52,10,W,-120.8694444,
1635,34,7,50.5,N,34.13069444,117,19,18,W,-117.3216667,
1636,34,6,17.09,N,34.10474722,117,21,6.09,W,-117.3516917,
1637,34,6,11.12,N,34.10308888,117,16,18.63,W,-117.2718417,
1638,34,5,43.3,N,34.09536111,117,14,5.6,W,-117.2348889,KSBD
1639,34,17,11.15,N,34.28643055,119,10,14.35,W,-119.1706528,
1640,37,30,42.7,N,37.51186111,122,14,58.312,W,-122.2495311,KSQL
1641,33,1,21.8964,N,33.022749,118,35,18.5906,W,-118.5884974,KNUC
1642,33,22,46.1,N,33.37947222,117,33,35.2,W,-117.5597778,
1643,32,49,34.4,N,32.82622222,116,58,20.8,W,-116.9724444,KSEE
1644,32,43,30.07,N,32.72501944,117,8,39.45,W,-117.1442917,
1645,32,47,55.26,N,32.79868333,117,9,6.6,W,-117.1518333,
1646,32,53,23,N,32.88972222,117,14,49,W,-117.2469444,
1647,32,48,56.6,N,32.81572222,117,8,22.4,W,-117.1395556,KMYF
1648,32,43,12.76,N,32.72021111,117,5,50.54,W,-117.0973722,
1649,32,45,4.5,N,32.75125,117,9,38.13,W,-117.1605917,
1650,32,42,55.2,N,32.71533333,117,9,2,W,-117.1505556,
1651,32,53,46.38,N,32.89621666,117,11,45.58,W,-117.1959944,
1652,32,47,57.85,N,32.79940277,117,9,12.5,W,-117.1534722,
1653,32,44,0.826,N,32.73356277,117,11,22.788,W,-117.1896633,KSAN
1654,32,52,6.7048,N,32.86852911,117,8,35.492,W,-117.1431922,KNKX
1655,32,45,14.89,N,32.75413611,117,9,55.76,W,-117.1654889,
1656,32,41,53.5164,N,32.698199,117,12,47.2132,W,-117.2131148,KNZY
1657,32,34,20.2,N,32.57227777,116,58,48.6,W,-116.9801667,KSDM
1658,32,43,35.2988,N,32.72647188,117,10,51.5647,W,-117.1809902,KLDR
1659,32,47,45.46,N,32.79596111,117,9,2.73,W,-117.1507583,
1660,34,6,16.81,N,34.10466944,117,47,59.01,W,-117.799725,
1661,34,16,48.47,N,34.28013055,118,27,40.32,W,-118.4612,
1662,34,18,46.52,N,34.31292222,118,28,27.95,W,-118.4744306,
1663,37,43,11.9,N,37.71997222,122,29,56.89,W,-122.4991361,
1664,37,46,30.33,N,37.77509166,122,24,15.4,W,-122.4042778,
1665,37,49,33.32,N,37.82592222,122,25,17.29,W,-122.4214694,
1666,37,47,0.67,N,37.78351944,122,30,24.44,W,-122.5067889,
1667,37,37,7.7,N,37.61880555,122,22,31.5,W,-122.3754167,KSFO
1668,37,45,56.79,N,37.765775,122,23,25.29,W,-122.3903583,
1669,36,43,56.5,N,36.73236111,119,33,16,W,-119.5544444,
1670,36,46,18.7,N,36.77186111,119,26,42.58,W,-119.4451611,
1671,36,34,59.822,N,36.58328388,120,15,3.562,W,-120.2509894,
1672,37,18,47.72,N,37.31325555,121,56,3.68,W,-121.9343556,
1673,37,21,41.21,N,37.36144722,121,50,54.4,W,-121.8484444,
1674,37,19,58.3,N,37.33286111,121,49,11.3,W,-121.8198056,KRHV
1675,37,21,46.781,N,37.36299472,121,55,43.034,W,-121.9286206,KSJC
1676,35,14,14.181,N,35.2372725,120,38,33.37,W,-120.6426028,KSBP
1677,35,17,38,N,35.29388888,120,39,58,W,-120.6661111,
1678,33,8,31.84,N,33.14217777,117,8,43.94,W,-117.1455389,
1679,37,4,53.7,N,37.08158333,121,35,48.5,W,-121.5968056,
1680,33,14,23.224,N,33.23978444,119,27,29.543,W,-119.4582064,KNSI
1681,33,44,55.39,N,33.74871944,118,16,30.25,W,-118.2750694,
1682,33,43,55.567,N,33.73210194,118,16,33.755,W,-118.2760431,
1683,38,1,0.719,N,38.01686638,122,31,14.914,W,-122.5208094,
1684,37,56,50.1,N,37.94725,122,29,16.97,W,-122.4880472,
1685,33,43,50.61,N,33.730725,117,50,50.48,W,-117.8473556,
1686,33,44,51.55,N,33.74765277,117,52,38.57,W,-117.8773806,
1687,33,45,17.7,N,33.75491666,117,49,57.9,W,-117.83275,
1688,33,43,40.59,N,33.72794166,117,50,8.85,W,-117.8357917,
1689,33,40,32.383,N,33.67566194,117,52,5.639,W,-117.8682331,KSNA
1690,34,25,34.29,N,34.42619166,119,50,29.374,W,-119.8414928,KSBA
1691,34,1,11.014,N,34.01972611,119,51,10.464,W,-119.8529067,
1692,34,23,26.571,N,34.39071416,120,7,17.417,W,-120.1215047,
1693,34,25,47.34,N,34.42981666,119,43,26.68,W,-119.7240778,
1694,33,59,23.285,N,33.98980138,119,40,46.895,W,-119.6796931,
1695,37,23,7.786,N,37.38549611,121,58,20.852,W,-121.9724589,
1696,37,20,5.84,N,37.33495555,121,59,59.34,W,-121.9998167,
1697,34,24,30,N,34.40833333,118,30,16,W,-118.5044444,
1698,37,4,13.813,N,37.07050361,122,7,38.876,W,-122.1274656,
1699,36,59,26.432,N,36.99067555,121,58,56.8805,W,-121.9824668,
1700,37,1,23.9445,N,37.02331791,122,9,24.04,W,-122.1566778,
1701,35,24,17,N,35.40472222,120,31,30,W,-120.525,
1702,34,57,1.87,N,34.95051944,120,24,41.68,W,-120.4115778,
1703,34,53,59.8,N,34.89994444,120,27,29.1,W,-120.4580833,KSMX
1704,34,0,56.959,N,34.01582194,118,27,4.702,W,-118.4513061,KSMO
1705,34,20,49.2634,N,34.34701761,119,3,41.8198,W,-119.0616166,KSZP
1706,38,26,36.89,N,38.44358055,122,42,4.55,W,-122.7012639,
1707,38,26,4.679,N,38.43463305,122,33,48.937,W,-122.5635936,
1708,38,30,34.9,N,38.50969444,122,48,46.4,W,-122.8128889,KSTS
1709,34,36,24.535,N,34.60681527,120,4,31.98,W,-120.07555,KIZA
1710,34,37,19.952,N,34.62220888,120,3,55.521,W,-120.0654225,
1711,33,8,35.151,N,33.1430975,116,44,43.078,W,-116.7452994,
1712,33,10,45.145,N,33.17920694,116,47,33.085,W,-116.7925236,
1713,34,33,58.79,N,34.56633055,118,28,34.57,W,-118.4762694,
1714,37,52,42.8,N,37.87855555,122,30,46.36,W,-122.5128778,KJMC
1715,37,52,47.735,N,37.87992638,122,30,48.906,W,-122.513585,
1716,38,13,26.1921,N,38.22394225,122,26,58.9596,W,-122.449711,
1717,36,34,51.6018,N,36.5810005,119,39,25.1208,W,-119.656978,
1718,36,34,59.821,N,36.58328361,119,38,23.481,W,-119.6398558,
1719,35,30,26.92,N,35.50747777,119,11,31.67,W,-119.1921306,KMIT
1720,35,35,41.889,N,35.59496916,120,20,19.555,W,-120.3387653,
1721,37,7,1.9,N,37.11719444,119,18,47.8,W,-119.3132778,
1722,37,9,49.41,N,37.163725,119,17,29.9,W,-119.2916389,
1723,40,1,41.4,N,40.02816666,124,4,27.5,W,-124.0743056,
1724,34,9,35.74,N,34.15992777,118,26,58.22,W,-118.4495056,
1725,35,58,7,N,35.96861111,116,16,9.4,W,-116.2692778,
1726,34,17,21.08,N,34.28918888,118,44,45.63,W,-118.7460083,
1727,39,34,53.459,N,39.58151638,120,21,15.474,W,-120.3542983,
1728,34,16,54.68,N,34.28185555,118,39,18.14,W,-118.6550389,
